Gene	Mean	Std	Median	Max	Min	CV
ENSG00000281205	0.13870998362560238	0.1317213444595722	0.1391638340339198	0.4700737845503369	-0.1792698832940562	0.9495484429632062
ENSG00000168056	3.201326585617427	0.7096387890158341	3.1701166730695496	5.0899198986012655	1.4753344819627463	0.22166953397028366
ENSG00000188177	1.5728349802089712	0.28940150697155437	1.5414417118640096	2.441057533572468	0.7409191279545041	0.18399874788239076
ENSG00000182175	1.105786961654424	0.5303470067325665	1.0154844107524854	2.968790751473874	0.0873365956522482	0.4796061348722595
ENSG00000133808	0.2803539470803781	0.2348343579847851	0.2475655777155843	1.522412974074724	-0.1115325235609795	0.8376054069372193
ENSG00000151332	9.69874862218872	5.273090600090243	8.383786834461144	35.67622087757134	2.4982914267332426	0.5436871671418362
ENSG00000186765	-0.006026129944574664	0.11211836163678358	-0.0197446203236443	0.3821968689890817	-0.2755063946957963	-18.63629321003808
ENSG00000184985	1.9164281223134068	1.541305546932204	1.5215589503140934	8.0590576743074	-0.0492519243595438	0.8042553156225227
ENSG00000183643	-0.13147087933956972	0.0520413484323621	-0.1273483324399151	0.0101728662571872	-0.2514856209817086	-0.39586946849744414
ENSG00000251616	-0.10041380679626458	0.060966851504538296	-0.10248805271680145	0.1194871157281367	-0.234613799074125	-0.6072165334154094
ENSG00000109265	0.1468445984159171	0.07331567463302203	0.15165274546738516	0.3178125418106516	-0.0441651299147156	0.49923989731243973
ENSG00000261070	0.0964582789557162	0.07249693431000541	0.09191868517247415	0.3322662656067493	-0.0567826492393746	0.751510601150925
ENSG00000104808	0.48108247379092317	0.24744186525050302	0.46056902991164983	1.9477299347217336	0.0603071207615704	0.5143332700690683
ENSG00000183049	2.517435260815071	1.3941929698708189	2.165158429436483	7.227225571390818	0.4530139140930405	0.5538126256693352
ENSG00000090339	3.6535199040851096	1.6767999435384136	3.397858333924784	11.1284274955873	0.7831724056018922	0.45895339235174687
ENSG00000105376	0.3496195558813135	0.16619977179419193	0.3245667692162712	0.9082135421827005	-0.010131360413682	0.4753596170531152
ENSG00000115419	4.229701459279608	2.1379665647064536	3.6711242509229325	17.06707118932571	1.2344834206580733	0.5054639270997899
ENSG00000196352	28.4353579511071	17.322723973001903	24.048428195131464	105.53897823131388	5.257024628289018	0.6091964064888234
ENSG00000154640	12.197088030152704	5.601935017054504	10.547229424765145	42.00788872043457	3.737354883240129	0.4592842496801978
ENSG00000155313	2.7860395250517582	0.4723227469700905	2.7706332214836698	5.306246545602255	1.663026110241404	0.16953135352513732
ENSG00000049246	0.653231257299541	0.3085602332130788	0.584460601479408	2.035046988484625	0.1615059792439815	0.4723526411798418
ENSG00000105516	0.506364893700968	0.14280741231770755	0.49675943243095216	1.0839622673974194	0.2169659817158633	0.2820191405501243
ENSG00000159208	0.5405113473874086	0.4640138867706559	0.42119834457543276	2.824790604777524	-0.0725446913028866	0.8584561720151317
